"courseid";"userid";"finalgrade";"rawgrademax";"rawgrademin";"rawgrade";"timemodified"
"2767";"45348dad1403395ec74a41518a6100f92b93d7c2d4ca625db3ba25aa";"80,18000";"100,00000";"0,00000";\N;"1637247666"
"2767";"ff41f89d5e00b7fdf2aeb2f29ac68e288808e92b47a49ed1507a5036";"73,50000";"100,00000";"0,00000";\N;"1637247666"
"2767";"a370e0eb00212bc4b19204dbf5e99af3ee3a91f3e194fa306148952e";"85,71333";"100,00000";"0,00000";\N;"1637247666"
"2767";"06dcd9270b145958d3c212949f5a46c7b834b7f4fd2fe967268544f4";"84,94000";"100,00000";"0,00000";\N;"1637247667"
"2767";"0bee19cb13cd2e08c679780ecc673c1f7f4c4fc803ac475eacb91904";"84,92667";"100,00000";"0,00000";\N;"1637247667"
"2767";"233b53a1d9d083eef665393484743640431c3323df63a36947f829e5";"84,34667";"100,00000";"0,00000";\N;"1637247667"
"2767";"5a898a6151c140ef308e3aa8b88cf09a3b8f484da7c81af1ad07b1c5";\N;"100,00000";"0,00000";\N;\N
"2767";"46b78d06e52a011e0695df94ee2df684b0f3558d65977dd4a8611dc5";\N;"100,00000";"0,00000";\N;\N
"2768";"fcca649579fb3e763624ddb958bd84ed43e054b626126d1e6a57671d";\N;"100,00000";"0,00000";\N;\N
"2768";"f72ca9b0f71bdae93b911ab85542cb3cfa946f8c9659244e26bf24ca";\N;"10,00000";"0,00000";\N;"1645702812"
"2768";"f2ede6bf4838717b42ec344d9bd6e549bbf63c3fd47eda732d89aacf";\N;"100,00000";"0,00000";\N;\N
"2768";"8e58c3c7fbfef6fa8d36396dfbe1eb2c943d4b8c0bb63878940daef0";\N;"100,00000";"0,00000";\N;\N
"2768";"1f7a4124eab4bf3dd20a7d7998a10e5a6e40fb8a01ad7d94e15a2d9e";\N;"100,00000";"0,00000";\N;\N
"2768";"1b49a600bff1a738e764cb9befef8dab0528f557ce6865875b01b635";\N;"100,00000";"0,00000";\N;\N
"2768";"276eac88894382c98fd09670f4c3ee4f53edf15fa67b60ad92b18662";\N;"100,00000";"0,00000";\N;\N
"2768";"6c671650274d4129e47a83da433138c690ee7624cd8c53bc428559c8";\N;"10,00000";"0,00000";\N;"1645703068"
"2768";"5a898a6151c140ef308e3aa8b88cf09a3b8f484da7c81af1ad07b1c5";\N;"100,00000";"0,00000";\N;\N
